Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
15.1,0.0,0.059313603,9.0,238.1248,6.0,2.0,1.0,1.0,4266.4464,20.0
5.465,1.0,0.048518008,0.0,132.9626,6.0,2.0,1.0,1.0,2360.9268,20.0
17.75,0.0,0.073349552,12.0,34.2216,1.0,0.0,2.0,1.0,934.7832,3.0
12.010424593907823,0.0,0.055648052,0.0,100.3016,5.0,1.0,2.0,3.0,2833.6448,1.0
6.96,0.0,0.077129323,14.0,92.7146,1.0,0.0,2.0,1.0,1733.0774,3.0
17.85,0.0,0.087824967,1.0,196.0794,3.0,1.0,2.0,2.0,1755.7146,25.0
5.095,1.0,0.130031207,13.0,142.4838,3.0,1.0,2.0,2.0,561.9352,25.0
5.73,0.0,0.045334098,14.0,87.0882,1.0,0.0,2.0,1.0,1803.6522,3.0
7.5,0.0,0.096333029,9.0,57.8588,1.0,0.0,2.0,1.0,1145.176,3.0
7.855,1.0,0.073858923,4.0,218.6482,1.0,0.0,2.0,1.0,3723.8194,3.0
5.655,0.0,0.175047104,14.0,146.9102,6.0,2.0,1.0,1.0,1895.5326,20.0
12.15,0.0,0.132952286,8.0,37.6506,0.0,2.0,2.0,0.0,37.9506,14.0
9.6,0.0,0.086145867,13.0,258.362,0.0,2.0,2.0,0.0,259.662,14.0
18.85,0.0,0.0520115,8.0,190.3846,1.0,0.0,2.0,1.0,3630.6074,3.0
20.2,1.0,0.059790095,6.0,127.4678,6.0,2.0,1.0,1.0,3560.6984,20.0
12.15,1.0,0.071440118,10.0,182.295,0.0,2.0,2.0,0.0,549.285,14.0
19.6,0.0,0.03395415,14.0,56.4614,9.0,1.0,0.0,1.0,773.6596,15.0
16.0,1.0,0.099271209,5.0,88.5856,8.0,2.0,0.0,1.0,878.856,13.0
13.455954254679847,0.0,0.020769677,4.0,117.5782,5.0,1.0,2.0,3.0,2741.0986,1.0
6.425,0.0,0.06316338,2.0,132.2626,6.0,2.0,1.0,1.0,2098.6016,20.0
6.825,0.0,0.059846975,8.0,262.5226,8.0,2.0,0.0,1.0,9779.9362,13.0
16.436098287141494,1.0,0.014342659,3.0,103.7674,4.0,2.0,0.0,0.0,203.7348,1.0
7.97,0.0,0.057667173,14.0,172.1422,0.0,2.0,2.0,0.0,517.3266,14.0
17.25,0.0,0.037155206,14.0,166.4526,1.0,0.0,2.0,1.0,3782.4098,3.0
9.1,0.0,0.080417724,9.0,48.8718,9.0,1.0,0.0,1.0,425.4462,15.0
19.2,0.0,0.041227831,9.0,129.831,8.0,2.0,0.0,1.0,1947.465,13.0
10.383448057739484,1.0,0.102226474,3.0,91.312,5.0,1.0,2.0,3.0,3075.996,1.0
13.390263202961107,1.0,0.178210285,10.0,95.7752,5.0,1.0,2.0,3.0,3930.8832,1.0
14.5,1.0,0.06904249,3.0,41.4454,0.0,2.0,2.0,0.0,41.9454,14.0
12.918710295968873,1.0,0.052791124,0.0,98.5384,4.0,2.0,0.0,0.0,591.2304,1.0
17.75,1.0,0.067607749,0.0,188.024,9.0,1.0,0.0,1.0,2796.36,15.0
7.145,0.0,0.017887474,5.0,160.6578,2.0,2.0,1.0,1.0,1765.0358,23.0
8.985,0.0,0.184440421,6.0,99.67,2.0,1.0,1.0,1.0,3295.71,23.0
16.35,0.0,0.091074449,9.0,196.811,2.0,1.0,1.0,1.0,3338.987,23.0
5.655,0.0,0.0,14.0,147.5102,8.0,2.0,0.0,1.0,1166.4816,13.0
9.5,0.0,0.041951439,14.0,32.49,9.0,1.0,0.0,1.0,865.54,15.0
5.78,1.0,0.074087369,13.0,264.9568,1.0,0.0,2.0,1.0,6855.0768,3.0
8.05,1.0,0.0,6.0,257.5646,1.0,0.0,2.0,1.0,5153.292,3.0
6.75,1.0,0.108679906,4.0,95.6752,3.0,1.0,2.0,2.0,1246.3776,25.0
16.6,0.0,0.136500981,7.0,173.3422,2.0,0.0,1.0,1.0,4138.6128,23.0
6.095,0.0,0.081361288,11.0,141.9154,7.0,2.0,1.0,1.0,2694.4926,18.0
15.1,0.0,0.0,13.0,197.211,0.0,2.0,2.0,0.0,196.411,14.0
19.35,1.0,0.018591464,13.0,112.9544,9.0,1.0,0.0,1.0,1342.2528,15.0
11.3,0.0,0.066952965,9.0,192.0478,3.0,1.0,2.0,2.0,3099.9648,25.0
10.8,0.0,0.029107004,13.0,240.5222,2.0,1.0,1.0,1.0,4541.4218,23.0
19.7,1.0,0.0,0.0,194.411,9.0,1.0,0.0,1.0,5106.686,15.0
10.414648628979373,0.0,0.065872936,6.0,113.1886,4.0,2.0,0.0,0.0,111.1886,1.0
10.5,1.0,0.117149075,0.0,164.121,3.0,1.0,2.0,2.0,1794.331,25.0
7.655,0.0,0.031994534,3.0,114.3492,9.0,1.0,0.0,1.0,1853.5872,15.0
8.235,0.0,0.08276363,0.0,146.5076,3.0,1.0,2.0,2.0,1625.8836,25.0
20.6,0.0,0.083004078,0.0,119.4756,8.0,2.0,0.0,1.0,1090.5804,13.0
19.35,1.0,0.021490911,6.0,122.1098,9.0,1.0,0.0,1.0,2892.2352,15.0
9.5,1.0,0.058835928,6.0,170.2448,0.0,2.0,2.0,0.0,170.4448,14.0
5.305,1.0,0.07871639,10.0,183.5608,0.0,2.0,2.0,0.0,551.2824,14.0
9.8,0.0,0.013869809,14.0,47.406,7.0,2.0,1.0,1.0,978.726,18.0
9.6,1.0,0.022274264,1.0,101.699,6.0,2.0,1.0,1.0,2992.771,20.0
13.0,0.0,0.153618566,3.0,79.6986,8.0,2.0,0.0,1.0,1480.0734,13.0
17.6,0.0,0.049267759,13.0,113.0176,3.0,1.0,2.0,2.0,2862.94,25.0
14.3,0.0,0.12826315,5.0,83.4224,2.0,1.0,1.0,1.0,681.7792,23.0
10.3,1.0,0.02494708,0.0,172.3422,7.0,1.0,1.0,1.0,5690.5926,18.0
15.1,1.0,0.157154813,6.0,62.2194,0.0,1.0,2.0,0.0,185.7582,14.0
6.03,0.0,0.022832115,4.0,176.7028,2.0,1.0,1.0,1.0,1416.8224,23.0
7.68,0.0,0.070900282,6.0,192.6162,8.0,2.0,0.0,1.0,5580.0698,13.0
20.0,1.0,0.028180789,6.0,46.8744,7.0,1.0,1.0,1.0,905.488,18.0
15.85,0.0,0.136497913,3.0,96.3094,8.0,2.0,0.0,1.0,2856.282,13.0
15.2,0.0,0.162462044,8.0,117.6492,0.0,2.0,2.0,0.0,347.5476,14.0
12.15,0.0,0.0,1.0,164.7184,8.0,2.0,0.0,1.0,3962.8416,13.0
19.35,0.0,0.118080437,13.0,222.6088,6.0,2.0,1.0,1.0,6040.1376,20.0
11.974927693979437,1.0,0.017466284,10.0,45.4718,5.0,1.0,2.0,3.0,1323.6104,1.0
12.653575885956748,0.0,0.031073804,12.0,157.5604,5.0,1.0,2.0,3.0,5704.5744,1.0
8.85,1.0,0.113302223,14.0,125.1388,2.0,1.0,1.0,1.0,1114.5492,23.0
19.85,0.0,0.025968706,9.0,49.5376,8.0,2.0,0.0,1.0,1006.6896,13.0
19.1,0.0,0.045400017,4.0,38.8138,7.0,1.0,1.0,1.0,690.4346,18.0
17.0,0.0,0.126958147,9.0,125.8362,2.0,1.0,1.0,1.0,2516.724,23.0
11.15,1.0,0.105307659,0.0,102.0648,8.0,2.0,0.0,1.0,1038.648,13.0
12.35,1.0,0.038500421,6.0,110.757,8.0,2.0,0.0,1.0,1208.427,13.0
20.85,0.0,0.02137305,6.0,103.3306,7.0,2.0,1.0,1.0,522.653,18.0
13.017217399819296,0.0,0.0,6.0,255.7988,5.0,1.0,2.0,3.0,9251.9568,1.0
7.035,0.0,0.0,5.0,263.291,0.0,1.0,2.0,0.0,525.982,14.0
4.785,0.0,0.09297084,1.0,122.0098,3.0,1.0,2.0,2.0,2048.6666,25.0
12.058327694765541,0.0,0.088839949,13.0,254.2672,5.0,1.0,2.0,3.0,10993.6896,1.0
17.25,1.0,0.209600084,2.0,40.348,0.0,2.0,2.0,0.0,39.948,14.0
9.3,1.0,0.033505804,10.0,153.4314,7.0,0.0,1.0,1.0,2482.1024,18.0
17.25,0.0,0.072986772,3.0,78.8986,7.0,1.0,1.0,1.0,1635.8706,18.0
17.85,0.0,0.024961677,14.0,153.1998,2.0,1.0,1.0,1.0,3383.5956,23.0
13.296767137278183,0.0,0.092433518,8.0,101.6674,5.0,1.0,2.0,3.0,1426.1436,1.0
9.8,0.0,0.026081567,13.0,217.585,6.0,2.0,1.0,1.0,4327.7,20.0
18.85,0.0,0.09079168,7.0,127.1336,1.0,0.0,2.0,1.0,3579.3408,3.0
9.695,0.0,0.113917889,8.0,158.2604,6.0,2.0,1.0,1.0,2693.8268,20.0
10.0,0.0,0.045928229,5.0,138.118,9.0,1.0,0.0,1.0,1957.452,15.0
16.6,0.0,0.135620265,7.0,172.9422,1.0,0.0,2.0,1.0,2931.5174,3.0
18.25,0.0,0.077709902,13.0,259.6962,6.0,2.0,1.0,1.0,5438.9202,20.0
5.82,0.0,0.134975628,9.0,170.579,0.0,1.0,2.0,0.0,509.337,14.0
9.31,0.0,0.037955094,5.0,62.151,8.0,2.0,0.0,1.0,1201.769,13.0
18.25,0.0,0.076125668,13.0,214.0218,7.0,1.0,1.0,1.0,2564.6616,18.0
19.7,0.0,0.067039526,13.0,178.337,9.0,1.0,0.0,1.0,1411.496,15.0
6.865,0.0,0.014021626,14.0,127.1652,7.0,2.0,1.0,1.0,1291.652,18.0
11.35,1.0,0.023358738,4.0,184.4608,9.0,1.0,0.0,1.0,4042.7376,15.0
17.7,0.0,0.029933275,13.0,169.0816,6.0,2.0,1.0,1.0,5201.2296,20.0
10.6840772289315,0.0,0.111777297,9.0,124.6046,5.0,1.0,2.0,3.0,2863.6058,1.0
20.85,0.0,0.032448523,0.0,177.866,8.0,2.0,0.0,1.0,1078.596,13.0
17.25,1.0,0.047266211,13.0,97.0068,8.0,2.0,0.0,1.0,1846.9292,13.0
15.35,0.0,0.01404119,5.0,38.419,9.0,1.0,0.0,1.0,476.047,15.0
13.65,0.0,0.04917754,6.0,151.805,1.0,0.0,2.0,1.0,2696.49,3.0
15.2,0.0,0.020280476,8.0,49.1034,0.0,2.0,2.0,0.0,194.4136,14.0
6.38,0.0,0.031962866,4.0,178.0344,7.0,2.0,1.0,1.0,535.3032,18.0
10.890596727807141,0.0,0.054376275,8.0,56.293,5.0,1.0,2.0,3.0,2546.685,1.0
6.905,1.0,0.063850971,4.0,97.2726,0.0,2.0,2.0,0.0,195.7452,14.0
17.54080160198533,1.0,0.060154968,5.0,110.1544,4.0,2.0,0.0,0.0,111.8544,1.0
10.407948399491923,1.0,0.134441765,15.0,183.9924,5.0,1.0,2.0,3.0,6478.234,1.0
15.7,0.0,0.03067808,7.0,44.777,1.0,0.0,2.0,1.0,605.878,3.0
15.2,1.0,0.103758647,6.0,177.0054,6.0,2.0,1.0,1.0,2976.7918,20.0
16.799714344376582,1.0,0.136701678,10.0,182.1608,5.0,1.0,2.0,3.0,5880.3456,1.0
17.172772971802235,0.0,0.308145448,6.0,222.0772,4.0,2.0,0.0,0.0,889.5088,1.0
12.59865235557376,1.0,0.074806196,4.0,112.9176,5.0,1.0,2.0,3.0,3435.528,1.0
8.355,0.0,0.013926425,0.0,93.0462,6.0,2.0,1.0,1.0,1110.5544,20.0
12.15,0.0,0.006754117,11.0,122.173,1.0,0.0,2.0,1.0,2586.633,3.0
13.35,0.0,0.0,13.0,238.7564,3.0,1.0,2.0,2.0,1906.8512,25.0
17.0,0.0,0.052209303,8.0,122.373,8.0,2.0,0.0,1.0,2586.633,13.0
17.35,1.0,0.041538713,5.0,93.1804,9.0,1.0,0.0,1.0,1378.206,15.0
16.041933897805077,0.0,0.13064231,13.0,88.383,4.0,2.0,0.0,0.0,89.883,1.0
9.1,0.0,0.055382616,9.0,115.0518,1.0,0.0,2.0,1.0,683.1108,3.0
6.13,0.0,0.0,6.0,54.1298,8.0,2.0,0.0,1.0,1348.245,13.0
13.017530616173518,0.0,0.041970938,6.0,55.4272,4.0,2.0,0.0,0.0,111.8544,1.0
19.2,1.0,0.005583951,15.0,226.9062,1.0,0.0,2.0,1.0,4514.124,3.0
8.895,0.0,0.075757177,7.0,233.8616,3.0,1.0,2.0,2.0,937.4464,25.0
19.75,0.0,0.012467648,6.0,188.1872,9.0,1.0,0.0,1.0,2458.1336,15.0
10.895,0.0,0.137368051,4.0,264.3568,3.0,1.0,2.0,2.0,4745.8224,25.0
14.016049075138303,0.0,0.092933158,6.0,91.0146,5.0,1.0,2.0,3.0,3466.1548,1.0
10.3,0.0,0.117593973,8.0,154.463,2.0,1.0,1.0,1.0,2503.408,23.0
19.1,1.0,0.026018497,6.0,148.2418,2.0,1.0,1.0,1.0,3089.9778,23.0
4.555,1.0,0.034410585,5.0,111.3544,9.0,1.0,0.0,1.0,1342.2528,15.0
14.945618158666338,0.0,0.02426524,8.0,114.0492,5.0,1.0,2.0,3.0,3938.8728,1.0
16.2,0.0,0.176175402,8.0,184.0608,2.0,2.0,1.0,1.0,2021.3688,23.0
8.975,1.0,0.088257771,3.0,84.1224,0.0,1.0,2.0,0.0,170.4448,14.0
21.1,1.0,0.020750867,2.0,128.7994,9.0,1.0,0.0,1.0,1927.491,15.0
17.75,0.0,0.111527348,11.0,110.2912,7.0,1.0,1.0,1.0,873.5296,18.0
12.8,1.0,0.114318263,1.0,142.2838,3.0,1.0,2.0,2.0,421.4514,25.0
6.905,1.0,0.038363204,4.0,98.1726,2.0,2.0,1.0,1.0,587.2356,23.0
10.195,1.0,0.245483691,5.0,141.8838,0.0,2.0,2.0,0.0,280.9676,14.0
5.785,1.0,0.053930934,6.0,87.3856,9.0,1.0,0.0,1.0,878.856,15.0
15.323108044530592,0.0,0.018942606,13.0,236.0248,5.0,1.0,2.0,3.0,6636.6944,1.0
7.96,0.0,0.028339599,3.0,162.4894,1.0,0.0,2.0,1.0,1779.6834,3.0
8.3,1.0,0.030151351,0.0,98.7384,8.0,2.0,0.0,1.0,492.692,13.0
5.46,1.0,0.107274301,6.0,145.5786,7.0,1.0,1.0,1.0,3900.9222,18.0
13.35,0.0,0.102670882,4.0,228.6352,9.0,1.0,0.0,1.0,3435.528,15.0
5.46,1.0,0.032177405,3.0,185.424,8.0,2.0,0.0,1.0,5219.872,13.0
12.40199019233537,1.0,0.039734882,14.0,165.7868,5.0,1.0,2.0,3.0,4913.604,1.0
20.75,1.0,0.083536989,5.0,180.3318,1.0,0.0,2.0,1.0,4149.9314,3.0
6.59,0.0,0.026225693,9.0,119.0098,9.0,1.0,0.0,1.0,2530.7058,15.0
7.55,0.0,0.0273235,3.0,151.934,2.0,1.0,1.0,1.0,1837.608,23.0
20.85,0.0,0.03747983,5.0,192.7478,7.0,1.0,1.0,1.0,2131.2258,18.0
18.85,0.0,0.168531813,9.0,192.5136,2.0,1.0,1.0,1.0,2916.204,23.0
15.2,0.0,0.021293909,3.0,218.4824,3.0,1.0,2.0,2.0,1528.6768,25.0
10.1,0.0,0.030269774,8.0,152.4656,7.0,1.0,1.0,1.0,2934.8464,18.0
10.0,0.0,0.025822315,3.0,262.7226,6.0,2.0,1.0,1.0,3171.8712,20.0
8.985,0.0,0.183688161,6.0,100.27,9.0,1.0,0.0,1.0,998.7,15.0
11.5,1.0,0.125579201,5.0,99.7358,6.0,2.0,1.0,1.0,1105.8938,20.0
16.638624291211666,0.0,0.077079177,8.0,61.5536,5.0,1.0,2.0,3.0,918.804,1.0
19.85,0.0,0.026074491,9.0,48.6376,3.0,1.0,2.0,2.0,575.2512,25.0
21.1,0.0,0.010593469,9.0,234.2958,1.0,0.0,2.0,1.0,3739.1328,3.0
4.555,1.0,0.034357169,5.0,112.6544,8.0,2.0,0.0,1.0,2684.5056,13.0
20.85,0.0,0.037396901,5.0,193.8478,6.0,2.0,1.0,1.0,2712.4692,20.0
7.905,0.0,0.064011067,7.0,230.2694,1.0,0.0,2.0,1.0,4567.388,3.0
6.78,1.0,0.085981978,6.0,228.4694,7.0,2.0,1.0,1.0,5480.8656,18.0
17.355743754198926,0.0,0.040318693,6.0,186.224,5.0,1.0,2.0,3.0,5033.448,1.0
15.0,1.0,0.161762835,3.0,185.9266,7.0,1.0,1.0,1.0,2581.9724,18.0
17.6,0.0,0.104878967,13.0,164.8868,8.0,2.0,0.0,1.0,2456.802,13.0
13.8,1.0,0.107469819,6.0,77.8012,0.0,2.0,2.0,0.0,227.7036,14.0
5.11,0.0,0.034868095,9.0,163.821,6.0,2.0,1.0,1.0,2120.573,20.0
8.71,1.0,0.046079575,4.0,43.5744,7.0,2.0,1.0,1.0,407.4696,18.0
7.235,0.0,0.058083831,13.0,113.6834,1.0,0.0,2.0,1.0,230.3668,3.0
12.3,1.0,0.064618976,15.0,89.8804,8.0,2.0,0.0,1.0,1286.3256,13.0
6.96,0.0,0.077178965,14.0,93.1146,6.0,2.0,1.0,1.0,2189.1504,20.0
18.0,1.0,0.142910689,6.0,89.6514,9.0,1.0,0.0,1.0,1859.5794,15.0
6.28,0.0,0.027682047,14.0,85.5198,1.0,0.0,2.0,1.0,1744.396,3.0
10.5,1.0,0.142511272,1.0,158.7578,6.0,2.0,1.0,1.0,2246.4092,20.0
14.15,0.0,0.09557165,14.0,171.0106,7.0,1.0,1.0,1.0,4106.6544,18.0
9.8,0.0,0.02316823,14.0,47.506,0.0,2.0,2.0,0.0,186.424,14.0
15.85,1.0,0.061045133,10.0,44.7744,1.0,0.0,2.0,1.0,181.0976,3.0
10.3,1.0,0.011148865,13.0,84.854,7.0,1.0,1.0,1.0,778.986,18.0
17.6,0.0,0.058091269,10.0,156.2314,8.0,2.0,0.0,1.0,2947.4966,13.0
15.749722662718673,1.0,0.019672774,3.0,86.4198,5.0,1.0,2.0,3.0,1918.8356,1.0
10.3,0.0,0.078678276,0.0,177.037,1.0,0.0,2.0,1.0,3705.177,3.0
9.195,1.0,0.117667492,13.0,159.5578,9.0,1.0,0.0,1.0,1283.6624,15.0
12.8,0.0,0.069902438,15.0,261.3252,3.0,1.0,2.0,2.0,3410.2276,25.0
10.0,1.0,0.037757166,13.0,126.7994,6.0,2.0,1.0,1.0,1284.994,20.0
17.25,0.0,0.107021498,5.0,40.5822,6.0,2.0,1.0,1.0,785.644,20.0
10.431705767564951,1.0,0.032892112,2.0,49.3008,5.0,1.0,2.0,3.0,1518.024,1.0
20.2,0.0,0.100477461,9.0,187.7898,2.0,1.0,1.0,1.0,2245.0776,23.0
7.5,0.0,0.036228067,8.0,175.2028,6.0,2.0,1.0,1.0,4427.57,20.0
7.895,1.0,0.094488485,2.0,100.7332,1.0,0.0,2.0,1.0,1230.3984,3.0
15.75,0.0,0.055154296,0.0,195.5452,3.0,1.0,2.0,2.0,1174.4712,25.0
15.466639675358175,0.0,0.106907604,2.0,162.8526,4.0,2.0,0.0,0.0,493.3578,1.0
13.65,1.0,0.073060301,5.0,196.2426,7.0,1.0,1.0,1.0,2570.6538,18.0
20.1,0.0,0.077439606,8.0,60.6536,6.0,2.0,1.0,1.0,980.0576,20.0
13.65,1.0,0.080968973,5.0,259.7936,3.0,1.0,2.0,2.0,2609.936,25.0
12.3,1.0,0.106492562,6.0,176.3396,9.0,1.0,0.0,1.0,1395.5168,15.0
14.574861713959132,1.0,0.139330557,3.0,109.5228,5.0,1.0,2.0,3.0,3426.2068,1.0
21.35,0.0,0.068822477,3.0,258.3278,8.0,2.0,0.0,1.0,7028.8506,13.0
7.72,1.0,0.074669288,1.0,76.3986,1.0,0.0,2.0,1.0,1402.1748,3.0
12.1,0.0,0.025834128,9.0,165.1526,0.0,2.0,2.0,0.0,164.4526,14.0
14.85,1.0,0.035227697,6.0,159.5578,1.0,0.0,2.0,1.0,2085.9514,3.0
17.112552243862222,0.0,0.050901814,9.0,120.5414,4.0,2.0,0.0,0.0,365.5242,1.0
16.0,0.0,0.072965144,9.0,231.3668,3.0,1.0,2.0,2.0,4607.336,25.0
8.395,0.0,0.039492207,13.0,97.3042,8.0,2.0,0.0,1.0,1091.2462,13.0
7.365,0.0,0.042552205,6.0,225.172,6.0,2.0,1.0,1.0,3395.58,20.0
20.5,0.0,0.020587886,6.0,89.583,1.0,0.0,2.0,1.0,1797.66,3.0
18.25,0.0,0.130095044,13.0,257.2962,0.0,2.0,2.0,0.0,517.9924,14.0
13.237920236509742,0.0,0.040747616,13.0,140.2496,5.0,1.0,2.0,3.0,4093.3384,1.0
7.475,0.0,0.013146636,9.0,214.5192,7.0,1.0,1.0,1.0,2804.3496,18.0
12.15,0.0,0.02176755,1.0,164.6184,7.0,1.0,1.0,1.0,3797.7232,18.0
7.97,0.0,0.0,14.0,172.0422,3.0,1.0,2.0,2.0,5690.5926,25.0
15.25,0.0,0.08995645,5.0,217.1192,9.0,1.0,0.0,1.0,3235.788,15.0
16.35,1.0,0.062665642,6.0,225.6062,3.0,1.0,2.0,2.0,1579.9434,25.0
11.1,0.0,0.176182345,0.0,158.1604,6.0,2.0,1.0,1.0,1901.5248,20.0
11.8,0.0,0.022843501,8.0,177.8686,8.0,2.0,0.0,1.0,4621.9836,13.0
14.3,1.0,0.034411238,0.0,98.6726,8.0,2.0,0.0,1.0,782.9808,13.0
13.65,1.0,0.0,10.0,36.6532,2.0,1.0,1.0,1.0,755.0172,23.0
16.75,0.0,0.128861359,1.0,86.2856,6.0,2.0,1.0,1.0,1406.1696,20.0
16.25,0.0,0.078290271,3.0,93.1804,9.0,1.0,0.0,1.0,1194.4452,15.0
18.0,0.0,0.008539208,0.0,81.2618,6.0,2.0,1.0,1.0,402.809,20.0
20.2,1.0,0.100095288,6.0,125.2678,0.0,2.0,2.0,0.0,127.1678,14.0
15.0,0.0,0.046447328,1.0,121.5414,9.0,1.0,0.0,1.0,2436.828,15.0
9.809917274082522,1.0,0.030794774,6.0,122.9072,5.0,1.0,2.0,3.0,4532.7664,1.0
9.955482876175592,1.0,0.159081735,5.0,193.5478,5.0,1.0,2.0,3.0,4649.9472,1.0
14.129907085584886,0.0,0.034705807,13.0,241.6828,5.0,1.0,2.0,3.0,4873.656,1.0
13.0,0.0,0.154487495,3.0,77.2986,2.0,2.0,1.0,1.0,1246.3776,23.0
14.65,0.0,0.072178679,9.0,262.9594,9.0,1.0,0.0,1.0,5233.188,15.0
11.650208613722468,0.0,0.061686402,4.0,153.9998,5.0,1.0,2.0,3.0,5229.1932,1.0
5.88,0.0,0.003599378,7.0,152.2998,7.0,2.0,1.0,1.0,3075.996,18.0
12.35,0.0,0.026832182,3.0,57.3246,2.0,1.0,1.0,1.0,1332.2658,23.0
9.0,0.0,0.019616991,9.0,169.6474,2.0,1.0,1.0,1.0,2526.711,23.0
10.395,0.0,0.05226427,12.0,158.4604,0.0,2.0,2.0,0.0,158.4604,14.0
10.195,0.0,0.112203445,7.0,111.786,6.0,2.0,1.0,1.0,1697.79,20.0
10.776524446101325,0.0,0.171761077,6.0,115.7518,5.0,1.0,2.0,3.0,5351.0346,1.0
9.695,0.0,0.114170506,8.0,158.9604,7.0,1.0,1.0,1.0,1743.0644,18.0
19.35,1.0,0.082266419,0.0,48.8034,8.0,2.0,0.0,1.0,340.2238,13.0
16.7,1.0,0.038685176,13.0,146.6102,3.0,1.0,2.0,2.0,2770.3938,25.0
5.985,0.0,0.095795326,5.0,128.4678,8.0,2.0,0.0,1.0,508.6712,13.0
8.85,0.0,0.026814124,9.0,103.7964,0.0,1.0,2.0,0.0,210.3928,14.0
15.7,0.0,0.045203854,5.0,180.266,8.0,2.0,0.0,1.0,1617.894,13.0
12.5,0.0,0.020697723,1.0,198.8742,8.0,2.0,0.0,1.0,5773.1518,13.0
19.35,0.0,0.027827268,8.0,65.6168,3.0,1.0,2.0,2.0,383.5008,25.0
7.72,1.0,0.074883035,1.0,79.8986,7.0,1.0,1.0,1.0,1090.5804,18.0
17.2,0.0,0.156298858,10.0,162.1578,8.0,2.0,0.0,1.0,1283.6624,13.0
10.042906439195805,0.0,0.019412192,9.0,166.5474,5.0,1.0,2.0,3.0,4379.6324,1.0
12.820844191429517,0.0,0.105324246,1.0,125.7046,5.0,1.0,2.0,3.0,3237.1196,1.0
13.330490170689618,1.0,0.019227816,13.0,163.9842,4.0,2.0,0.0,0.0,331.5684,1.0
8.895,0.0,0.044093978,5.0,208.3954,0.0,1.0,2.0,0.0,1041.977,14.0
20.2,1.0,0.117599259,0.0,195.311,7.0,1.0,1.0,1.0,3338.987,18.0
20.5,0.0,0.036140297,6.0,120.0756,8.0,2.0,0.0,1.0,2302.3364,13.0
17.6,0.0,0.104791689,13.0,165.2868,1.0,0.0,2.0,1.0,3111.9492,3.0
11.15,0.0,0.057021156,0.0,106.8622,9.0,1.0,0.0,1.0,2011.3818,15.0
15.322549824811157,0.0,0.026058181,9.0,121.9098,5.0,1.0,2.0,3.0,3374.2744,1.0
19.6,1.0,0.12829573,13.0,167.2816,7.0,2.0,1.0,1.0,2013.3792,18.0
10.895,1.0,0.03263762,5.0,147.7102,2.0,1.0,1.0,1.0,1895.5326,23.0
13.85,0.0,0.034765901,7.0,114.2492,2.0,1.0,1.0,1.0,1853.5872,23.0
15.1,0.0,0.095696334,0.0,159.7604,2.0,2.0,1.0,1.0,2693.8268,23.0
15.0,0.0,0.071371458,8.0,125.2362,8.0,2.0,0.0,1.0,1384.1982,13.0
12.85,0.0,0.022696131,6.0,179.9318,3.0,1.0,2.0,2.0,2706.477,25.0
16.85,1.0,0.267565911,5.0,194.1478,0.0,1.0,2.0,0.0,1162.4868,14.0
15.5,0.0,0.053327763,14.0,44.477,1.0,0.0,2.0,1.0,865.54,3.0
15.85,1.0,0.007145063,13.0,41.048,6.0,2.0,1.0,1.0,479.376,20.0
21.2,0.0,0.071076055,13.0,174.837,2.0,1.0,1.0,1.0,5469.547,23.0
13.35,0.0,0.139426044,5.0,148.3392,6.0,2.0,1.0,1.0,3877.6192,20.0
6.11,1.0,0.151925271,14.0,46.6086,6.0,2.0,1.0,1.0,624.5204,20.0
13.0,0.0,0.099479703,9.0,44.906,9.0,1.0,0.0,1.0,652.484,15.0
14.010393195592346,0.0,0.045900448,13.0,118.9124,5.0,1.0,2.0,3.0,2844.2976,1.0
9.347849235202489,0.0,0.21799414,3.0,266.5884,4.0,2.0,0.0,0.0,1324.942,1.0
6.425,0.0,0.010454459,3.0,115.6808,9.0,1.0,0.0,1.0,1406.1696,15.0
13.147604629686374,0.0,0.172641213,13.0,195.111,5.0,1.0,2.0,3.0,5303.097,1.0
12.0,0.0,0.075701524,0.0,124.6388,7.0,1.0,1.0,1.0,2105.2596,18.0
7.535,0.0,0.081914677,14.0,120.344,9.0,1.0,0.0,1.0,3835.008,15.0
7.68,0.0,0.071010513,6.0,190.9162,9.0,1.0,0.0,1.0,5195.2374,15.0
14.7,0.0,0.072444983,6.0,48.6034,7.0,2.0,1.0,1.0,194.4136,18.0
10.3,0.0,0.069981909,4.0,263.0226,1.0,0.0,2.0,1.0,6079.4198,3.0
13.8,1.0,0.06457046,6.0,76.2012,2.0,2.0,1.0,1.0,1669.8264,23.0
10.1,0.0,0.024159767,3.0,114.715,6.0,2.0,1.0,1.0,815.605,20.0
7.785,0.0,0.089210159,6.0,64.251,2.0,1.0,1.0,1.0,1328.271,23.0
13.8,0.0,0.097611115,4.0,54.893,2.0,1.0,1.0,1.0,679.116,23.0
11.8,0.0,0.058975504,8.0,81.7618,3.0,1.0,2.0,2.0,966.7416,25.0
10.5,0.0,0.027430696,9.0,171.1106,2.0,2.0,1.0,1.0,3593.3226,23.0
12.94496416639198,1.0,0.0,13.0,58.7588,4.0,2.0,0.0,0.0,400.8116,1.0
19.7,0.0,0.038815341,7.0,124.2362,7.0,1.0,1.0,1.0,1887.543,18.0
